"project_code","plotid","image_year","image_julday","dominant_landuse","dominant_landcover","change_process","change_process_notes","interpreter"
"Switzerland",2602,1985,232,"Other","Non-tree","","",130
"Switzerland",2602,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2603,1984,317,"Other","Non-tree","","",130
"Switzerland",2603,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2604,1985,335,"Other","Non-tree","","",130
"Switzerland",2604,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2605,1985,232,"Other","Non-tree","","",130
"Switzerland",2605,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2606,1984,196,"Forest","Trees","","",130
"Switzerland",2606,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2607,1984,239,"Forest","Trees","","",130
"Switzerland",2607,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2608,1985,184,"Other","Non-tree","","",130
"Switzerland",2608,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2609,1984,111,"Other","Non-tree","","",130
"Switzerland",2609,2017,41,"Other","Non-tree","Stable","",130
"Switzerland",2610,1984,196,"Other","Non-tree","","",130
"Switzerland",2610,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2611,1984,196,"Other","Non-tree","","",130
"Switzerland",2611,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2612,1984,239,"Other","Non-tree","","",130
"Switzerland",2612,2017,41,"Other","Non-tree","Stable","",130
"Switzerland",2613,1985,223,"Other","Non-tree","","",130
"Switzerland",2613,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2614,1984,239,"Other","Non-tree","","",130
"Switzerland",2614,2017,1,"Other","Non-tree","Stable","",130
"Switzerland",2615,1985,223,"Other","Non-tree","","",130
"Switzerland",2615,2017,15,"Other","Non-tree","Stable","",130
"Switzerland",2616,1984,317,"Other","Non-tree","","",130
"Switzerland",2616,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2617,1985,255,"Forest","Trees","","",130
"Switzerland",2617,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2618,1984,317,"Other","Non-tree","","",130
"Switzerland",2618,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2619,1984,239,"Other","Non-tree","","",130
"Switzerland",2619,2017,9,"Other","Non-tree","Stable","",130
"Switzerland",2620,1985,255,"Other","Non-tree","","",130
"Switzerland",2620,2017,15,"Other","Non-tree","Stable","",130
"Switzerland",2621,1984,111,"Other","Non-tree","","",130
"Switzerland",2621,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2622,1985,296,"Other","Non-tree","","",130
"Switzerland",2622,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2623,1984,317,"Other","Non-tree","","",130
"Switzerland",2623,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2624,1985,232,"Forest","Trees","","",130
"Switzerland",2624,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2625,1985,216,"Forest","Trees","","",130
"Switzerland",2625,2017,24,"Forest","Trees","Stable","",130
"Switzerland",2626,1985,216,"Other","Non-tree","","",130
"Switzerland",2626,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2627,1985,232,"Other","Non-tree","","",130
"Switzerland",2627,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2628,1985,223,"Forest","Trees","","",130
"Switzerland",2628,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2629,1985,200,"Forest","Trees","","",130
"Switzerland",2629,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2630,1984,196,"Other","Non-tree","","",130
"Switzerland",2630,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2631,1984,317,"Forest","Trees","","",130
"Switzerland",2631,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2632,1985,207,"Other","Non-tree","","",130
"Switzerland",2632,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2633,1984,196,"Other","Non-tree","","",130
"Switzerland",2633,2017,62,"Other","Non-tree","Stable","",130
"Switzerland",2634,1984,196,"Other","Non-tree","","",130
"Switzerland",2634,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2635,1984,317,"Other","Non-tree","","",130
"Switzerland",2635,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2636,1984,317,"Forest","Trees","","",130
"Switzerland",2636,2017,64,"Forest","Trees","Stable","",130
"Switzerland",2637,1984,127,"Forest","Trees","","",130
"Switzerland",2637,2017,1,"Forest","Trees","Stable","",130
"Switzerland",2638,1984,317,"Other","Non-tree","","",130
"Switzerland",2638,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2639,1984,196,"Forest","Trees","","",130
"Switzerland",2639,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2640,1985,184,"Other","Non-tree","","",130
"Switzerland",2640,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2641,1984,196,"Forest","Trees","","",130
"Switzerland",2641,2017,54,"Forest","Trees","Stable","",130
"Switzerland",2642,1985,223,"Other","Non-tree","","",130
"Switzerland",2642,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2643,1985,216,"Other","Non-tree","","",130
"Switzerland",2643,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2644,1984,317,"Other","Non-tree","","",130
"Switzerland",2644,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2645,1984,317,"Other","Non-tree","","",130
"Switzerland",2645,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2646,1984,317,"Forest","Trees","","",130
"Switzerland",2646,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2647,1984,196,"Other","Non-tree","","",130
"Switzerland",2647,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2648,1984,196,"Forest","Trees","","",130
"Switzerland",2648,2017,46,"Forest","Trees","Stable","",130
"Switzerland",2649,1985,335,"Other","Non-tree","","",130
"Switzerland",2649,2017,32,"Other","Non-tree","Stable","",130
"Switzerland",2650,1985,207,"Other","Non-tree","","",130
"Switzerland",2650,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2651,1984,317,"Forest","Trees","","",130
"Switzerland",2651,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2652,1984,196,"Other","Non-tree","","",130
"Switzerland",2652,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2653,1984,317,"Other","Non-tree","","",130
"Switzerland",2653,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2654,1984,317,"Other","Non-tree","","",130
"Switzerland",2654,2017,40,"Other","Non-tree","Stable","",130
"Switzerland",2655,1984,317,"Other","Non-tree","","",130
"Switzerland",2655,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2656,1985,255,"Other","Non-tree","","",130
"Switzerland",2656,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2657,1985,232,"Other","Non-tree","","",130
"Switzerland",2657,2017,40,"Other","Non-tree","Stable","",130
"Switzerland",2658,1985,216,"Other","Non-tree","","",130
"Switzerland",2658,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2659,1985,335,"Other","Non-tree","","",130
"Switzerland",2659,2017,32,"Other","Non-tree","Stable","",130
"Switzerland",2660,1984,196,"Other","Non-tree","","",130
"Switzerland",2660,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2661,1985,232,"Other","Non-tree","","",130
"Switzerland",2661,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2662,1984,196,"Other","Non-tree","","",130
"Switzerland",2662,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2663,1985,216,"Other","Non-tree","","",130
"Switzerland",2663,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2664,1984,239,"Forest","Trees","","",130
"Switzerland",2664,1989,243,"Forest","Trees","Stable","",130
"Switzerland",2664,1990,214,"Forest","Trees","Harvest","thinning",130
"Switzerland",2664,2016,206,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2665,1985,232,"Other","Non-tree","","",130
"Switzerland",2665,2017,16,"Other","Non-tree","Stable","",130
"Switzerland",2666,1984,239,"Other","Non-tree","","",130
"Switzerland",2666,2017,48,"Other","Non-tree","Stable","",130
"Switzerland",2667,1984,317,"Other","Non-tree","","",130
"Switzerland",2667,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2668,1985,200,"Forest","Trees","","",130
"Switzerland",2668,2016,198,"Forest","Trees","Stable","",130
"Switzerland",2669,1984,239,"Forest","Trees","","",130
"Switzerland",2669,2017,73,"Forest","Trees","Stable","",130
"Switzerland",2670,1984,317,"Other","Non-tree","","",130
"Switzerland",2670,1991,224,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2670,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2671,1984,239,"Other","Non-tree","","",130
"Switzerland",2671,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2672,1985,255,"Other","Non-tree","","",130
"Switzerland",2672,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2673,1985,216,"Other","Non-tree","","",130
"Switzerland",2673,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2674,1984,196,"Other","Non-tree","","",130
"Switzerland",2674,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2675,1984,317,"Other","Non-tree","","",130
"Switzerland",2675,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2676,1985,223,"Other","Non-tree","","",130
"Switzerland",2676,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2677,1985,232,"Other","Non-tree","","",130
"Switzerland",2677,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2678,1985,255,"Other","Non-tree","","",130
"Switzerland",2678,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2679,1984,317,"Other","Non-tree","","",130
"Switzerland",2679,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2680,1984,317,"Other","Non-tree","","",130
"Switzerland",2680,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2681,1984,317,"Forest","Trees","","",130
"Switzerland",2681,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2682,1984,365,"Other","Non-tree","","",130
"Switzerland",2682,2017,23,"Other","Non-tree","Stable","",130
"Switzerland",2683,1984,317,"Other","Non-tree","","",130
"Switzerland",2683,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2684,1985,216,"Other","Trees","","",130
"Switzerland",2684,2017,56,"Other","Trees","Stable","",130
"Switzerland",2685,1984,317,"Forest","Trees","","",130
"Switzerland",2685,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2686,1984,317,"Other","Non-tree","","",130
"Switzerland",2686,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2687,1985,223,"Forest","Trees","","",130
"Switzerland",2687,2016,213,"Forest","Trees","Stable","",130
"Switzerland",2688,1984,196,"Forest","Trees","","",130
"Switzerland",2688,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2689,1984,196,"Other","Non-tree","","",130
"Switzerland",2689,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2690,1984,127,"Other","Non-tree","","",130
"Switzerland",2690,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2691,1985,232,"Forest","Trees","","",130
"Switzerland",2691,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2692,1985,191,"Other","Non-tree","","",130
"Switzerland",2692,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2693,1985,232,"Other","Non-tree","","",130
"Switzerland",2693,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2694,1984,317,"Other","Non-tree","","",130
"Switzerland",2694,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2695,1984,111,"Other","Non-tree","","",130
"Switzerland",2695,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2696,1985,184,"Forest","Trees","","",130
"Switzerland",2696,2005,247,"Forest","Trees","Stable","",130
"Switzerland",2696,2006,202,"Forest","Non-tree","Harvest","clearcut",130
"Switzerland",2696,2016,206,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2697,1985,216,"Other","Non-tree","","",130
"Switzerland",2697,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2698,1984,317,"Forest","Trees","","",130
"Switzerland",2698,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2699,1984,196,"Other","Non-tree","","",130
"Switzerland",2699,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2700,1984,196,"Other","Non-tree","","",130
"Switzerland",2700,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2701,1985,223,"Other","Non-tree","","",130
"Switzerland",2701,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2702,1984,271,"Other","Non-tree","","",130
"Switzerland",2702,2017,9,"Other","Non-tree","Stable","",130
"Switzerland",2703,1984,317,"Other","Non-tree","","",130
"Switzerland",2703,2017,40,"Other","Non-tree","Stable","",130
"Switzerland",2704,1984,317,"Other","Non-tree","","",130
"Switzerland",2704,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2705,1985,216,"Other","Non-tree","","",130
"Switzerland",2705,2017,16,"Other","Non-tree","Stable","",130
"Switzerland",2706,1984,239,"Forest","Trees","","",130
"Switzerland",2706,2017,1,"Forest","Trees","Stable","",130
"Switzerland",2707,1984,317,"Other","Non-tree","","",130
"Switzerland",2707,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2708,1984,100,"Other","Non-tree","","",130
"Switzerland",2708,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2709,1984,317,"Other","Non-tree","","",130
"Switzerland",2709,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2710,1984,196,"Other","Non-tree","","",130
"Switzerland",2710,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2711,1985,223,"Other","Non-tree","","",130
"Switzerland",2711,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2712,1984,365,"Other","Non-tree","","",130
"Switzerland",2712,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2713,1984,317,"Other","Non-tree","","",130
"Switzerland",2713,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2714,1985,296,"Other","Non-tree","","",130
"Switzerland",2714,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2715,1985,216,"Other","Non-tree","","",130
"Switzerland",2715,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2716,1984,317,"Forest","Trees","","",130
"Switzerland",2716,2017,64,"Forest","Trees","Stable","",130
"Switzerland",2717,1984,317,"Forest","Trees","","",130
"Switzerland",2717,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2718,1984,196,"Other","Non-tree","","",130
"Switzerland",2718,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2719,1984,196,"Other","Non-tree","","",130
"Switzerland",2719,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2720,1985,232,"Other","Non-tree","","",130
"Switzerland",2720,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2721,1985,184,"Other","Non-tree","","",130
"Switzerland",2721,2017,40,"Other","Non-tree","Stable","",130
"Switzerland",2722,1984,271,"Forest","Trees","","",130
"Switzerland",2722,2017,24,"Forest","Trees","Stable","",130
"Switzerland",2723,1984,127,"Other","Non-tree","","",130
"Switzerland",2723,2017,41,"Other","Non-tree","Stable","",130
"Switzerland",2724,1985,223,"Other","Non-tree","","",130
"Switzerland",2724,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2725,1985,184,"Other","Non-tree","","",130
"Switzerland",2725,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2726,1985,255,"Other","Non-tree","","",130
"Switzerland",2726,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2727,1985,216,"Forest","Trees","","",130
"Switzerland",2727,2017,64,"Forest","Trees","Stable","",130
"Switzerland",2728,1984,196,"Other","Non-tree","","",130
"Switzerland",2728,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2729,1985,216,"Forest","Trees","","",130
"Switzerland",2729,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2730,1984,111,"Other","Non-tree","","",130
"Switzerland",2730,2017,25,"Other","Non-tree","Stable","",130
"Switzerland",2731,1984,317,"Other","Non-tree","","",130
"Switzerland",2731,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2732,1985,216,"Forest","Trees","","",130
"Switzerland",2732,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2733,1984,111,"Other","Non-tree","","",130
"Switzerland",2733,2017,9,"Other","Non-tree","Stable","",130
"Switzerland",2734,1984,196,"Forest","Trees","","",130
"Switzerland",2734,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2735,1985,248,"Other","Non-tree","","",130
"Switzerland",2735,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2736,1984,317,"Forest","Trees","","",130
"Switzerland",2736,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2737,1984,196,"Other","Non-tree","","",130
"Switzerland",2737,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2738,1985,248,"Forest","Trees","","",130
"Switzerland",2738,1987,238,"Forest","Trees","Stable","",130
"Switzerland",2738,1988,241,"Forest","Trees","Wind","",130
"Switzerland",2738,2016,238,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2739,1984,196,"Forest","Trees","","",130
"Switzerland",2739,2002,230,"Forest","Trees","Stable","",130
"Switzerland",2739,2003,216,"Forest","Non-tree","Harvest","clearcut",130
"Switzerland",2739,2016,220,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2740,1985,216,"Forest","Trees","","",130
"Switzerland",2740,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2741,1984,317,"Other","Non-tree","","",130
"Switzerland",2741,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2742,1984,317,"Forest","Trees","","",130
"Switzerland",2742,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2743,1985,207,"Other","Non-tree","","",130
"Switzerland",2743,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2744,1984,111,"Other","Non-tree","","",130
"Switzerland",2744,2017,73,"Other","Non-tree","Stable","",130
"Switzerland",2745,1985,232,"Other","Non-tree","","",130
"Switzerland",2745,2017,8,"Other","Non-tree","Stable","",130
"Switzerland",2746,1984,196,"Other","Non-tree","","",130
"Switzerland",2746,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2747,1984,116,"Forest","Trees","","",130
"Switzerland",2747,2009,208,"Forest","Trees","Stable","",130
"Switzerland",2747,2010,212,"Forest","Trees","Harvest","thinning",130
"Switzerland",2747,2016,220,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2748,1984,196,"Forest","Non-tree","","",130
"Switzerland",2748,1998,282,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2748,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2749,1984,196,"Other","Non-tree","","",130
"Switzerland",2749,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2750,1984,196,"Other","Non-tree","","",130
"Switzerland",2750,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2751,1984,317,"Other","Non-tree","","",130
"Switzerland",2751,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2752,1984,317,"Other","Non-tree","","",130
"Switzerland",2752,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2753,1985,216,"Other","Non-tree","","",130
"Switzerland",2753,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2754,1984,116,"Other","Non-tree","","",130
"Switzerland",2754,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2755,1984,317,"Other","Non-tree","","",130
"Switzerland",2755,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2756,1985,223,"Other","Non-tree","","",130
"Switzerland",2756,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2757,1985,255,"Other","Non-tree","","",130
"Switzerland",2757,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2758,1984,365,"Forest","Trees","","",130
"Switzerland",2758,1998,227,"Forest","Trees","Stable","",130
"Switzerland",2758,1999,206,"Forest","Trees","Harvest","thinning",130
"Switzerland",2758,2016,221,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2759,1984,317,"Other","Non-tree","","",130
"Switzerland",2759,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2760,1985,216,"Forest","Trees","","",130
"Switzerland",2760,2017,23,"Forest","Trees","Stable","",130
"Switzerland",2761,1984,317,"Forest","Trees","","",130
"Switzerland",2761,2017,63,"Forest","Trees","Stable","",130
"Switzerland",2762,1984,365,"Other","Non-tree","","",130
"Switzerland",2762,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2763,1984,196,"Other","Non-tree","","",130
"Switzerland",2763,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2764,1984,317,"Other","Non-tree","","",130
"Switzerland",2764,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2765,1984,196,"Forest","Trees","","",130
"Switzerland",2765,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2766,1984,365,"Other","Non-tree","","",130
"Switzerland",2766,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2767,1984,317,"Forest","Trees","","",130
"Switzerland",2767,2016,206,"Forest","Trees","Stable","",130
"Switzerland",2768,1984,317,"Other","Non-tree","","",130
"Switzerland",2768,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2769,1984,239,"Forest","Trees","","",130
"Switzerland",2769,2017,73,"Forest","Trees","Stable","",130
"Switzerland",2770,1984,196,"Other","Non-tree","","",130
"Switzerland",2770,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2771,1984,317,"Forest","Trees","","",130
"Switzerland",2771,2006,201,"Forest","Trees","Stable","",130
"Switzerland",2771,2007,212,"Forest","Trees","Wind","",130
"Switzerland",2771,2017,47,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2772,1984,317,"Other","Non-tree","","",130
"Switzerland",2772,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2773,1984,317,"Other","Non-tree","","",130
"Switzerland",2773,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2774,1984,239,"Other","Non-tree","","",130
"Switzerland",2774,2017,57,"Other","Non-tree","Stable","",130
"Switzerland",2775,1984,317,"Forest","Trees","","",130
"Switzerland",2775,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2776,1985,216,"Forest","Trees","","",130
"Switzerland",2776,2017,56,"Forest","Trees","Stable","",130
"Switzerland",2777,1984,196,"Forest","Trees","","",130
"Switzerland",2777,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2778,1985,223,"Other","Non-tree","","",130
"Switzerland",2778,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2779,1985,223,"Forest","Trees","","",130
"Switzerland",2779,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2780,1985,296,"Other","Non-tree","","",130
"Switzerland",2780,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2781,1984,317,"Other","Non-tree","","",130
"Switzerland",2781,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2782,1984,196,"Forest","Trees","","",130
"Switzerland",2782,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2783,1985,232,"Other","Trees","","",130
"Switzerland",2783,2017,24,"Other","Trees","Stable","",130
"Switzerland",2784,1985,216,"Forest","Trees","","",130
"Switzerland",2784,2017,40,"Forest","Trees","Stable","",130
"Switzerland",2785,1985,191,"Other","Non-tree","","",130
"Switzerland",2785,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2786,1984,116,"Other","Non-tree","","",130
"Switzerland",2786,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2787,1985,232,"Other","Non-tree","","",130
"Switzerland",2787,2017,16,"Other","Non-tree","Stable","",130
"Switzerland",2788,1984,317,"Forest","Trees","","",130
"Switzerland",2788,1998,220,"Forest","Trees","Stable","",130
"Switzerland",2788,1999,207,"Forest","Trees","Harvest","thinning",130
"Switzerland",2788,2017,71,"Forest","Trees","Growth/Recovery","",130
"Switzerland",2789,1984,196,"Forest","Trees","","",130
"Switzerland",2789,2017,70,"Forest","Trees","Stable","",130
"Switzerland",2790,1985,216,"Other","Non-tree","","",130
"Switzerland",2790,2017,47,"Other","Non-tree","Stable","",130
"Switzerland",2791,1984,239,"Other","Non-tree","","",130
"Switzerland",2791,2017,9,"Other","Non-tree","Stable","",130
"Switzerland",2792,1984,317,"Other","Non-tree","","",130
"Switzerland",2792,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2793,1985,200,"Other","Non-tree","","",130
"Switzerland",2793,2017,48,"Other","Non-tree","Stable","",130
"Switzerland",2794,1984,239,"Other","Non-tree","","",130
"Switzerland",2794,2017,1,"Other","Non-tree","Stable","",130
"Switzerland",2795,1984,196,"Other","Non-tree","","",130
"Switzerland",2795,2017,54,"Other","Non-tree","Stable","",130
"Switzerland",2796,1985,184,"Other","Non-tree","","",130
"Switzerland",2796,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2797,1984,271,"Forest","Trees","","",130
"Switzerland",2797,2017,25,"Forest","Trees","Stable","",130
"Switzerland",2798,1985,216,"Other","Non-tree","","",130
"Switzerland",2798,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2799,1985,255,"Other","Non-tree","","",130
"Switzerland",2799,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2800,1985,200,"Other","Non-tree","","",130
"Switzerland",2800,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2801,1984,196,"Other","Non-tree","","",130
"Switzerland",2801,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2802,1984,127,"Forest","Trees","","",130
"Switzerland",2802,2017,73,"Forest","Trees","Stable","",130
"Switzerland",2803,1984,239,"Other","Non-tree","","",130
"Switzerland",2803,2017,56,"Other","Non-tree","Stable","",130
"Switzerland",2804,1984,196,"Forest","Trees","","",130
"Switzerland",2804,2016,220,"Forest","Trees","Stable","",130
"Switzerland",2805,1984,239,"Other","Non-tree","","",130
"Switzerland",2805,2017,64,"Other","Non-tree","Stable","",130
"Switzerland",2806,1984,196,"Other","Non-tree","","",130
"Switzerland",2806,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2807,1984,365,"Other","Non-tree","","",130
"Switzerland",2807,2017,55,"Other","Non-tree","Stable","",130
"Switzerland",2808,1985,191,"Forest","Trees","","",130
"Switzerland",2808,2016,221,"Forest","Trees","Stable","",130
"Switzerland",2809,1985,223,"Forest","Trees","","",130
"Switzerland",2809,2017,71,"Forest","Trees","Stable","",130
"Switzerland",2810,1984,196,"Other","Non-tree","","",130
"Switzerland",2810,2017,71,"Other","Non-tree","Stable","",130
"Switzerland",2811,1984,239,"Forest","Trees","","",130
"Switzerland",2811,2017,16,"Forest","Trees","Stable","",130
"Switzerland",2812,1984,196,"Other","Non-tree","","",130
"Switzerland",2812,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2813,1984,196,"Other","Non-tree","","",130
"Switzerland",2813,2017,70,"Other","Non-tree","Stable","",130
"Switzerland",2814,1985,223,"Other","Non-tree","","",130
"Switzerland",2814,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2815,1985,216,"Other","Non-tree","","",130
"Switzerland",2815,2017,24,"Other","Non-tree","Stable","",130
"Switzerland",2816,1985,216,"Forest","Trees","","",130
"Switzerland",2816,2016,230,"Forest","Trees","Stable","",130
"Switzerland",2817,1984,365,"Forest","Trees","","",130
"Switzerland",2817,2017,47,"Forest","Trees","Stable","",130
"Switzerland",2818,1984,239,"Other","Non-tree","","",130
"Switzerland",2818,2017,1,"Other","Non-tree","Stable","",130
"Switzerland",2819,1984,271,"Forest","Trees","","",130
"Switzerland",2819,2017,73,"Forest","Trees","Stable","",130
"Switzerland",2820,1984,317,"Other","Non-tree","","",130
"Switzerland",2820,2017,63,"Other","Non-tree","Stable","",130
"Switzerland",2821,1984,317,"Other","Non-tree","","",130
"Switzerland",2821,2017,70,"Other","Non-tree","Stable","",130
